user_id,product_id,rating
6815a36e6023f6e392171524,6815c02c82917a0d9aeaea5c,5
6815aff36023f6e392191150,6815c02c82917a0d9aeaea5c,5
6815a4506023f6e392173825,6815c02c82917a0d9aeaea5c,4
6815aae96023f6e392184603,6815c02c82917a0d9aeaea5c,5
6815b2556023f6e392196bec,6815c02c82917a0d9aeaea5c,5
6815ae586023f6e39218d37a,6815c02c82917a0d9aeaea5c,5
6815a9366023f6e3921803a4,6815c02c82917a0d9aeaea5c,4
6815aa1d6023f6e392182283,6815c02c82917a0d9aeaea5c,5
6815ac3a6023f6e3921882c5,6815c02c82917a0d9aeaea5c,5
6815a9366023f6e392180392,6815c02c82917a0d9aeaea5c,4
6815a4aa6023f6e392174780,6815c02c82917a0d9aeaea5c,5
6815a2e86023f6e39216ff9f,6815c02c82917a0d9aeaea5c,4
6815ab156023f6e392184c5e,6815c02c82917a0d9aeaea5c,5
6815af3f6023f6e39218f508,6815c02c82917a0d9aeaea5c,5
6815a5f76023f6e3921782f3,6815c02c82917a0d9aeaea5c,5
6815a1646023f6e39216bb75,6815c02c82917a0d9aeaea60,4
6815af266023f6e39218f20c,6815c02c82917a0d9aeaea60,5
6815a9366023f6e39218050e,6815c02c82917a0d9aeaea60,5
6815a4956023f6e392174535,6815c02c82917a0d9aeaea60,5
6815a8606023f6e39217e3bb,6815c02c82917a0d9aeaea60,5
6815a56f6023f6e392176c03,6815c02c82917a0d9aeaea60,5
6815ab9b6023f6e392186600,6815c02c82917a0d9aeaea60,5
6815b05d6023f6e3921922af,6815c02c82917a0d9aeaea60,5
6815b2556023f6e3921969b2,6815c02c82917a0d9aeaea60,4
6815a5596023f6e39217661a,6815c02c82917a0d9aeaea60,5
6815a47c6023f6e392174231,6815c02c82917a0d9aeaea60,5
6815b2016023f6e392195e58,6815c02c82917a0d9aeaea60,5
6815a8846023f6e39217e7c4,6815c02c82917a0d9aeaea60,5
6815aea76023f6e39218e04b,6815c02c82917a0d9aeaea60,5
6815ab9b6023f6e392186467,6815c02c82917a0d9aeaea60,5
6815b1436023f6e392194647,6815c02c82917a0d9aeaea60,5
6815a23a6023f6e39216de7d,6815c02c82917a0d9aeaea60,5
6815ae586023f6e39218d17a,6815c02c82917a0d9aeaea60,5
6815a8b76023f6e39217ef49,6815c02c82917a0d9aeaea60,5
6815b2b66023f6e392197a59,6815c02c82917a0d9aeae996,5
6815adf26023f6e39218c39c,6815c02c82917a0d9aeae996,5
6815a2d26023f6e39216f8fb,6815c02c82917a0d9aeae996,5
6815a4c06023f6e392174c21,6815c02c82917a0d9aeae996,1
6815ab426023f6e3921856de,6815c02c82917a0d9aeae996,1
6815b0776023f6e392192595,6815c02c82917a0d9aeaea7e,5
6815a2d26023f6e39216fbee,6815c02c82917a0d9aeaea7e,1
6815a8286023f6e39217ddde,6815c02c82917a0d9aeaea7e,5
6815abc86023f6e392186cfc,6815c02c82917a0d9aeaea7e,5
6815af8d6023f6e392190271,6815c02c82917a0d9aeaea7e,5
6815ad3c6023f6e39218a9aa,6815c02c82917a0d9aeaea7e,5
6815abb36023f6e392186b42,6815c02c82917a0d9aeaea7e,5
6815a20e6023f6e39216d829,6815c02c82917a0d9aeaea7e,5
6815b0776023f6e392192498,6815c02c82917a0d9aeaea7e,5
6815a6216023f6e392178be1,6815c02c82917a0d9aeaea7e,5
6815a9ae6023f6e3921814f0,6815c02c82917a0d9aeaea7e,5
6815a9706023f6e392180b3b,6815c02c82917a0d9aeaea7e,5
6815a5596023f6e3921766f8,6815c02c82917a0d9aeaea7e,5
6815b23b6023f6e3921966b8,6815c02c82917a0d9aeaea7e,5
6815a9066023f6e39217fc35,6815c02c82917a0d9aeaea7e,5
6815ab586023f6e392185bdc,6815c02c82917a0d9aeaea7e,5
6815a9066023f6e39217fc63,6815c02c82917a0d9aeaea7e,4
6815a78d6023f6e39217c624,6815c02c82917a0d9aeaea7e,5
6815ad236023f6e39218a4d3,6815c02c82917a0d9aeaea7e,5
6815a4666023f6e392173d10,6815c02c82917a0d9aeaea7e,5
6815a4d66023f6e392174e8b,6815c02c82917a0d9aeaea7e,5
6815a3136023f6e392170551,6815c02c82917a0d9aeaea7e,5
6815b2556023f6e392196c9b,6815c02c82917a0d9aeaea7e,5
6815af0c6023f6e39218ed03,6815c02c82917a0d9aeaea7e,5
6815a8476023f6e39217df92,6815c02c82917a0d9aeaea7e,5
6815af596023f6e39218fa5a,6815c02c82917a0d9aeaea7e,5
6815b2216023f6e3921961f1,6815c02c82917a0d9aeaea7e,4
6815ab856023f6e3921861fb,6815c02c82917a0d9aeaea7e,5
6815aa056023f6e392182104,6815c02c82917a0d9aeaea7e,5
6815b1e26023f6e392195d9b,6815c02c82917a0d9aeaea7e,5
6815af266023f6e39218f3c1,6815c02c82917a0d9aeaea7e,5
6815a6a86023f6e39217a3d7,6815c02c82917a0d9aeaea7e,5
6815aaba6023f6e392183d27,6815c02c82917a0d9aeaea7e,5
6815ae8c6023f6e39218d9c0,6815c02c82917a0d9aeaea7e,5
6815a8606023f6e39217e427,6815c02c82917a0d9aeaea7e,5
6815a4956023f6e392174535,6815c02c82917a0d9aeaea7e,5
6815a59b6023f6e3921774b1,6815c02c82917a0d9aeaea7e,5
6815a1ca6023f6e39216cb39,6815c02c82917a0d9aeaea7e,5
6815ad576023f6e39218aa78,6815c02c82917a0d9aeaea7e,5
6815a1f76023f6e39216d2b0,6815c02c82917a0d9aeaea7e,5
6815a3416023f6e392170f52,6815c02c82917a0d9aeaea7e,5
6815b15c6023f6e392194856,6815c02c82917a0d9aeaea7e,5
6815a5036023f6e39217571e,6815c02c82917a0d9aeaea7e,5
6815ab6e6023f6e392185c7a,6815c02c82917a0d9aeaea7e,5
6815b02a6023f6e392191abf,6815c02c82917a0d9aeaea7e,5
6815b1776023f6e392194cb9,6815c02c82917a0d9aeaea7e,5
6815a52e6023f6e3921760bf,6815c02c82917a0d9aeaea7e,5
